1048585	7187158	1
1048585	7187157	2
1048585	7187163	3
1048585	7546327	4
1048585	7187160	5
1048585	8227279	6
1048585	7617404	7
1048585	7187156	8
1048585	2298838	9
1048585	7187155	10
1048585	2298839	11
1048585	574346	12
1048585	8227280	13
1048585	2298834	14
1048585	7187161	15
1048585	2298835	16
1048585	1416103	17
1048585	8227281	18
1048585	3856130	19
1048585	574347	20
1048585	4948151	21
1048585	7256313	22
1048585	7617413	23
1048585	6446063	24
1048585	8227273	25
1048585	7187159	26
1048585	6446065	27
1048585	7883509	28
1048585	7187164	29
1048585	7617412	30
1048585	5646925	31
1048585	4320285	32
1048585	8227282	33
1048585	3856128	34
1048585	7617405	35
1048585	2677713	36
1048585	4150413	37
1048585	3856131	38
1048585	5008449	39
1048585	5597095	40
1048585	8227275	41
1048585	3856132	42
1048585	7546324	43
1048585	6163180	44
1048585	160558	45
1048585	7546331	46
1048585	2298843	47
1048585	1268060	48
1048585	7187162	49
1048585	8227277	50
1048585	8227276	51
1048585	984435	52
1048585	2649706	53
1048585	6342489	54
1048585	984433	55
1048585	7458483	56
1048585	7617411	57
1048585	1257976	58
1048585	5374656	59
1048585	6589776	60
1048585	3562907	61
1048585	2881721	62
1048585	5100762	63
1048585	5641356	64
1048585	5824084	65
1048585	7546325	66
1048585	2844464	67
1048585	5309807	68
1048585	5767266	69
1048585	5767267	70
1048585	7767880	71
1048585	492658	72
1048585	5250187	73
1048585	5250189	74
1048585	7397716	75
1048585	4798292	76
1048585	5240808	77
1048585	5571244	78
1048585	6703279	79
1048585	911826	80
1048585	1434168	81
1048585	5061328	82
1048585	8275406	83
1048585	8745723	84
1048585	1530076	85
1048585	4426019	86
1048585	7214074	87
1048585	2076249	88
1048585	8227274	89
1048585	911827	90
1048585	3411941	91
1048585	2298842	92
1048585	263720	93
1048585	49830	94
1048585	558604	95
1048585	5893511	96
1048585	2939518	97
1048585	4762300	98
1048585	6102644	99
1048585	49829	100
1048585	6080167	101
1048585	6686700	102
1048585	7010278	103
1048585	4778706	104
1048585	6686696	105
1048585	3385755	106
1048585	8258810	107
1048585	467917	108
1048585	3754045	109
1048585	5799077	110
1048585	2069566	111
1048585	5937499	112
